X1,X2,X3,X4,X5,X6,Y1,Y2,Y3,Y4,Y5,Y6,Z1,Z2,Z3,Z4,Z5,Z6,Label
34.472,44.897,39.811,15.787,40.765,24.552,11.999,6.4636,10.367,27.343,39.04,10.673,0.023,0.023,0.023,0.02,0.02,0.02,1
27.425,37.05,17.703,8.6542,34.981,16.755,26.922,20.921,17.002,7.7002,36.097,35.764,0.023,0.023,0.02,0.02,0.02,0.02,1
26.086,23.295,21.767,22.869,40.041,20.946,7.9564,13.657,10.721,5.233,16.213,11.063,0.023,0.02,0.02,0.02,0.02,0.02,1
27.427,40.546,43.461,18.096,14.825,23.554,31.123,15.357,16.385,44.146,21.883,44.678,0.02,0.02,0.02,0.02,0.02,0.022,1
24.399,8.6045,4.585,36.058,31.21,5.7978,28.103,20.729,19.843,14.82,34.544,36.655,0.02,0.02,0.02,0.02,0.022,0.022,1
6.2854,19.258,43.859,35.728,30.833,40.263,5.1622,7.8305,25.949,27.908,7.4362,20.702,0.02,0.02,0.02,0.022,0.022,0.022,1
33.166,41.934,10.785,31.011,7.9828,5.5275,5.1777,23.692,4.8568,43.403,7.4311,33.558,0.02,0.02,0.022,0.022,0.022,0.022,1
44.838,41.518,30.952,8.4339,19.989,21.207,9.2355,32.61,26.125,10.64,14.189,23.831,0.02,0.022,0.022,0.022,0.022,0.022,1
17.761,32.913,27.548,3.7097,14.417,37.684,3.628,13.079,14.397,10.946,24.94,36.939,0.022,0.022,0.022,0.022,0.022,0.023,1
43.787,28.894,31.29,26.425,33.043,19.449,21.164,35.93,12.991,17.217,43.846,17.845,0.022,0.022,0.022,0.022,0.023,0.023,1
17.42,17.287,18.035,15.495,14.759,28.689,37.92,5.9266,13.061,42.168,32.779,5.8909,0.022,0.022,0.022,0.023,0.023,0.023,1
40.212,42.3,28.976,42.443,40.62,37.347,28.854,19.422,9.3055,19.286,15.96,27.74,0.022,0.022,0.023,0.023,0.023,0.023,1
21.988,8.0655,37.031,44.194,37.682,40.199,24.749,2.9432,43.161,14.33,15.099,41.21,0.022,0.023,0.023,0.023,0.023,0.023,1
20.247,33.631,3.6127,14.895,19.259,42.093,39.255,12.113,42.285,9.2122,38.685,10.977,0.023,0.023,0.023,0.023,0.023,0.02,1
11.988,30.081,6.3395,36.595,23.812,10.851,6.9229,2.8549,37.35,19.558,41.272,21.046,0.023,0.023,0.023,0.023,0.02,0.02,1
8.1026,37.959,43.937,40.616,32.121,13.712,41.12,10.783,33.533,18.613,29.777,34.415,0.023,0.023,0.023,0.02,0.02,0.02,1
15.836,19.608,30.287,28.016,38.01,40.69,7.3583,8.8128,10.219,8.333,13.577,4.4536,0.023,0.023,0.02,0.02,0.02,0.02,1
33.442,34.442,12.558,40.106,28.526,27.84,24.617,14.113,18.008,21.159,6.5417,42.735,0.023,0.02,0.02,0.02,0.02,0.02,1
35.837,38.046,19.827,42.625,27.054,24.062,8.8412,10.18,10.767,6.6619,38.174,35.027,0.02,0.02,0.02,0.02,0.02,0.022,1
32.078,16.408,7.9493,25.974,16.559,28.661,26.405,8.651,2.8506,28.737,27.475,26.382,0.02,0.02,0.02,0.02,0.022,0.022,1
3.2137,26.105,14.128,33.538,22.061,37.38,2.9933,28.073,16.153,3.2633,42.81,10.558,0.02,0.02,0.02,0.022,0.022,0.022,1
38.384,44.119,13.681,27.139,32.922,25.246,35.154,40.825,32.324,26.992,5.3754,23.813,0.02,0.02,0.022,0.022,0.022,0.022,1
41.722,25.981,16.796,3.8912,40.122,11.328,38.616,42.442,29.186,36.127,27.472,24.653,0.02,0.022,0.022,0.022,0.022,0.022,1
35.334,16.744,9.2243,21.644,33.22,21.954,41.49,12.134,25.717,12.732,14.832,44.757,0.022,0.022,0.022,0.022,0.022,0.026,1
4.6002,28.942,17.486,30.074,3.5855,20.858,44.45,23.169,21.327,21.706,37.73,38.875,0.022,0.022,0.022,0.022,0.026,0.026,1
18.759,18.019,7.934,24.795,31.276,43.567,24.117,18.668,14.929,26.827,10.86,43.413,0.022,0.022,0.022,0.026,0.026,0.026,1
32.523,34.725,40.111,18.512,21.305,28.966,14.254,24.904,23.97,5.3911,21.475,31.451,0.022,0.022,0.026,0.026,0.026,0.026,1
33.585,20.267,6.7785,42.347,21.276,32.145,7.0517,13.978,34.937,23.743,19.402,19.828,0.022,0.026,0.026,0.026,0.026,0.026,1
12.264,23.577,42.048,37.806,7.739,33.191,24.231,5.6847,34.974,29.906,37.681,42.256,0.026,0.026,0.026,0.026,0.026,0.027,1
14.154,32.118,19.639,38.631,37.18,17.439,27.513,21.213,27.11,12.137,31.364,23.034,0.026,0.026,0.026,0.026,0.027,0.027,1
31.202,43.849,4.8003,18.521,16.509,24.617,34.994,10.137,34.351,38.124,11.561,12.582,0.026,0.026,0.026,0.027,0.027,0.027,1
22.95,16.631,17.248,27.832,13.191,26.293,6.301,3.9017,30.042,43.779,16.224,19.523,0.026,0.026,0.027,0.027,0.027,0.027,1
29.121,38.155,33.858,39.622,17.262,9.4041,30.719,43.087,7.9999,38.517,8.4468,32.554,0.026,0.027,0.027,0.027,0.027,0.027,1
12.778,33.989,36.336,42.194,18.654,26.519,24.617,20.971,24.086,24.153,31.136,26.371,0.027,0.027,0.027,0.027,0.027,0.023,1
10.275,43.066,25.795,31.009,25.865,32.121,10.018,43.378,17.454,14.569,26.896,34.73,0.027,0.027,0.027,0.027,0.023,0.023,1
37.811,4.1471,31.759,11.526,26.513,20.796,42.407,34.974,6.6886,34.307,9.9642,44.809,0.027,0.027,0.027,0.023,0.023,0.023,1
35.164,17.86,40.511,30.392,19.504,38.091,27.718,3.1101,9.0392,12.798,9.0311,43.415,0.027,0.027,0.023,0.023,0.023,0.023,1
42.235,30.764,5.1122,5.8406,19.601,33.665,21.395,31.498,11.163,43.2,22.891,25.38,0.027,0.023,0.023,0.023,0.023,0.023,1
7.3529,14.679,15.615,19.964,24.548,17.993,42.549,32.591,31.17,28.975,41.122,43.475,0.023,0.023,0.023,0.023,0.023,0.02,1
10.49,12.522,4.7493,30.945,30.548,21.968,30.48,30.024,21.01,28.131,26.102,7.6794,0.023,0.023,0.023,0.023,0.02,0.02,1
6.9818,32.81,11.049,42.203,42.929,19.106,21.872,26.107,32.104,10.084,4.1901,4.9711,0.023,0.023,0.023,0.02,0.02,0.02,1
23.468,29.157,33.191,37.022,33.283,35.528,38.235,12.004,13.636,6.6126,5.073,15.644,0.023,0.023,0.02,0.02,0.02,0.02,1
10.955,27.724,33.258,23.248,19.683,33.786,25.277,35.394,3.2118,13.572,36.774,27.284,0.023,0.02,0.02,0.02,0.02,0.02,1
40.607,30.67,39.843,34.735,37.905,20.958,26.174,12.423,25.262,39.032,21.848,25.207,0.02,0.02,0.02,0.02,0.02,0.022,1
6.9816,4.8068,27.379,20.399,8.4691,32.076,31.499,18.45,14.59,41.247,18.948,40.831,0.02,0.02,0.02,0.02,0.022,0.022,1
4.6638,17.519,5.7829,43.809,5.3517,42.688,18.295,40.397,42.731,32.325,36.123,25.611,0.02,0.02,0.02,0.022,0.022,0.022,1
26.318,21.847,41.74,44.493,6.3552,35.895,12.898,38.939,41.052,33.403,18.173,21.03,0.02,0.02,0.022,0.022,0.022,0.022,1
35.399,12.966,36.576,39.267,9.7165,32.575,27.231,19.783,19.371,12.501,25.265,25.701,0.02,0.022,0.022,0.022,0.022,0.022,1
15.964,32.975,14.867,19.211,16.482,7.4139,39.383,16.22,3.8489,27.109,32.832,32.864,0.022,0.022,0.022,0.022,0.022,0.028,1
10.353,38.931,25.743,21.99,15.533,19.255,19.966,28.484,31.135,37.009,39.576,3.5037,0.022,0.022,0.022,0.022,0.028,0.028,1
17.104,14.68,44.358,13.21,3.2929,27.736,7.5524,41.21,38.129,19.842,16.671,36.599,0.022,0.022,0.022,0.028,0.028,0.028,1
11.668,33.65,33.002,35.903,25.584,22.186,21.53,41.164,43.797,44.512,30.235,8.8139,0.022,0.022,0.028,0.028,0.028,0.028,1
24.328,8.6136,38.205,40.056,6.8247,4.9243,15.468,27.765,5.2026,6.5979,43.938,22.992,0.022,0.028,0.028,0.028,0.028,0.028,1
41.049,38.11,21.084,41.359,8.9829,12.451,19.739,16.835,21.804,16.344,6.0058,13.638,0.028,0.028,0.028,0.028,0.028,0.032,1
29.341,8.649,22.66,26.36,29.434,38.003,37.968,38.799,27.38,24.381,27.572,18.376,0.028,0.028,0.028,0.028,0.032,0.032,1
7.0847,27.622,26.462,28.072,39.063,3.4602,19.833,21.469,31.776,5.3576,20.266,30.726,0.028,0.028,0.028,0.032,0.032,0.032,1
19.294,18.252,14.156,9.0826,43.912,39.249,19.265,40.964,33.16,33.424,15.846,9.9575,0.028,0.028,0.032,0.032,0.032,0.032,1
5.1048,36.845,34.409,40.768,26.889,6.0945,18.011,4.2002,30.232,26.287,13.934,14.565,0.028,0.032,0.032,0.032,0.032,0.032,1
0.018,0.018,0.018,0.018,0.018,0.018,11.165,22.264,40.587,34.387,15.058,44.377,7.3595,35.506,17.147,36.389,37.274,19.778,1
0.018,0.018,0.018,0.018,0.018,0.018,11.032,29.779,27.382,25.727,19.788,26.41,22.207,41.379,38.531,12.648,10.796,10.474,1
0.018,0.018,0.018,0.018,0.018,0.018,16.593,41.512,27.392,17.069,39.179,42.198,21.827,35.824,13.184,28.155,8.0199,38.934,1
0.018,0.018,0.018,0.018,0.018,0.018,39.95,9.6184,38.878,37.924,28.742,33.198,26.058,15.272,27.339,7.5459,37.446,27.453,1
0.018,0.018,0.018,0.018,0.018,0.018,22.68,33,4.2713,26.119,44.628,23.226,36.788,9.2079,42.37,24.565,29.719,18.565,1
0.018,0.018,0.018,0.018,0.018,0.021,19.848,27.181,40.165,43.208,11.396,29.767,32.376,38.582,4.8166,38.157,3.4803,12.156,1
0.018,0.018,0.018,0.018,0.021,0.021,10.364,21.085,20.006,40.478,37.708,40.258,39.608,35.921,5.0779,41.657,40.609,12.042,1
0.018,0.018,0.018,0.021,0.021,0.021,43.689,40.115,4.3353,17.844,31.321,11.187,5.0025,14.229,3.6701,23.825,24.549,24.838,1
0.018,0.018,0.021,0.021,0.021,0.021,19.995,19.387,34.287,25.858,13.306,19.484,12.071,12.414,31.558,14.515,25.779,21.09,1
0.018,0.021,0.021,0.021,0.021,0.021,38.437,10.353,9.3338,17.43,22.878,44.67,22.197,16.347,28.062,30.336,28.392,34.083,1
0.021,0.021,0.021,0.021,0.021,0.021,28.767,29.527,8.8729,29.082,19.641,19.779,43.25,37.808,7.6121,41.51,34.89,5.773,1
0.021,0.021,0.021,0.021,0.021,0.021,18.693,29.133,28.371,36.418,28.096,30.604,36.14,37.496,36.402,24.315,38.896,38.557,1
0.021,0.021,0.021,0.021,0.021,0.021,39.817,16.639,13.539,34.276,36.582,40.837,21.869,26.883,28.873,43.911,18.957,31.491,1
0.021,0.021,0.021,0.021,0.021,0.021,35.921,36.685,16.479,8.0976,7.2339,44.805,16.871,26.931,5.763,11.125,6.3722,8.5667,1
0.021,0.021,0.021,0.021,0.021,0.021,22.421,44.978,19.756,37.505,37.465,30.363,5.2938,14.87,5.7236,7.492,33.769,39.025,1
0.021,0.021,0.021,0.021,0.021,0.023,37.15,44.197,19.949,3.8614,38.294,7.376,34.066,32.303,8.5395,15.348,16.81,11.233,1
0.021,0.021,0.021,0.021,0.023,0.023,40.714,8.161,19.097,20.289,17.76,4.324,24.187,36.402,36.091,19.529,38.237,28.43,1
0.021,0.021,0.021,0.023,0.023,0.023,20.914,12.601,28.534,33.665,20.949,28.883,11.237,21.435,6.6992,20.556,18.487,25.716,1
0.021,0.021,0.023,0.023,0.023,0.023,16.909,3.7973,9.8428,35.774,26.948,26.733,20.828,21.63,12.838,15.944,37.751,9.6501,1
0.021,0.023,0.023,0.023,0.023,0.023,27.979,28.434,10.737,18.299,32.375,43.395,9.9187,22.451,13.082,32.08,10.249,3.0386,1
0.023,0.023,0.023,0.023,0.023,0.02,40.864,7.4762,6.7933,34.233,34.132,34.286,34.522,14.575,7.2235,6.677,8.2657,35.357,1
0.023,0.023,0.023,0.023,0.02,0.02,32.427,19.995,16.438,40.454,34.783,30.758,18.344,31.301,39.022,19.768,39.931,35.074,1
0.023,0.023,0.023,0.02,0.02,0.02,18.729,40.108,35.277,13.038,19.221,24.884,42.545,40.935,32.264,15.257,4.6601,20.569,1
0.023,0.023,0.02,0.02,0.02,0.02,33.815,25.931,12.68,8.269,20.917,13.768,3.5247,41.14,33.764,15.734,31.78,5.1975,1
0.023,0.02,0.02,0.02,0.02,0.02,43.063,18.372,34.043,12.298,43.158,43.396,37.786,34.332,30.252,7.2547,33.765,27.519,1
0.02,0.02,0.02,0.02,0.02,0.02,25.707,11.592,32.037,17.571,26.979,25.597,29.242,13.794,24.587,27.86,21.249,10.149,1
0.02,0.02,0.02,0.02,0.02,0.02,25.592,21.408,37.576,14.915,38.658,4.0774,25.535,31.903,16.574,14.731,18.829,33.547,1
0.02,0.02,0.02,0.02,0.02,0.02,15.929,43.151,37.741,41.94,14.462,32.184,30.251,8.3633,30.727,9.3504,44.142,25.347,1
0.02,0.02,0.02,0.02,0.02,0.02,5.8061,8.0339,15.18,4.9654,29.062,24.732,33.464,8.0117,7.7613,2.8278,19.638,13.479,1
0.02,0.02,0.02,0.02,0.02,0.02,10.48,22.666,15.855,27.811,27.629,5.2911,6.7874,10.856,9.0379,14.768,21.376,41.5,1
0.02,0.02,0.02,0.02,0.02,0.024,6.7241,38.961,24.872,9.6743,43.458,40.36,39.834,8.9499,3.6341,26.044,9.4173,34.796,1
0.02,0.02,0.02,0.02,0.024,0.024,22.359,4.6311,16.528,38.181,6.4251,16.735,3.4061,27.489,43.493,39.552,16.559,40.233,1
0.02,0.02,0.02,0.024,0.024,0.024,3.1938,31.987,37.904,9.8711,23.921,12.493,15.22,5.8959,43.75,4.5831,16.053,5.7033,1
0.02,0.02,0.024,0.024,0.024,0.024,41.414,44.113,36.994,23.993,24.811,7.6086,10.392,37.502,8.0269,40.979,40.548,10.545,1
0.02,0.024,0.024,0.024,0.024,0.024,29.924,14.754,26.305,44.972,6.605,15.921,41.89,33.307,22.525,8.3271,13.224,33.904,1
0.024,0.024,0.024,0.024,0.024,0.019,2.8599,8.4455,13.897,17.798,40.977,12.44,5.6772,41.871,30.512,37.983,15.911,32.201,1
0.024,0.024,0.024,0.024,0.019,0.019,4.0823,31.719,31.52,4.7867,40.121,30.314,27.322,23.589,15.046,36.58,20.054,35.589,1
0.024,0.024,0.024,0.019,0.019,0.019,11.597,41.179,12.66,11.816,21.325,5.592,29.688,30.436,34.641,41.535,32.678,23.98,1
0.024,0.024,0.019,0.019,0.019,0.019,22,28.579,22.061,19.589,35.789,14.423,30.284,40.363,26.353,8.5942,8.8615,20.756,1
0.024,0.019,0.019,0.019,0.019,0.019,8.1706,40.779,19.029,16.881,9.0652,14.693,39.287,25.526,20.853,24.1,39.57,28.594,1
0.019,0.019,0.019,0.019,0.019,0.016,3.1649,10.963,25.529,12.489,28.956,39.939,5.1612,14.709,14.076,19.889,6.3092,38.914,1
0.019,0.019,0.019,0.019,0.016,0.016,33.483,34.637,44.65,42.304,13.798,21.551,37.271,43.985,34.608,10.125,22.285,31.108,1
0.019,0.019,0.019,0.016,0.016,0.016,17.744,17.412,34.67,31.631,21.607,34.7,25.121,4.3372,40.711,27.073,4.0824,24.896,1
0.019,0.019,0.016,0.016,0.016,0.016,35.735,20.466,44.175,43.401,38.417,28.259,32.102,16.568,33.54,28.382,34.585,15.41,1
0.019,0.016,0.016,0.016,0.016,0.016,21.227,9.3714,12.708,21.282,11.08,35.854,11.763,43.861,19.968,11.85,32.342,32.507,1
0.016,0.016,0.016,0.016,0.016,0.017,21.223,37.362,25.105,42.482,15.623,7.6079,25.726,18.204,42.397,24.741,11.852,18.904,1
0.016,0.016,0.016,0.016,0.017,0.017,4.8768,29.172,4.9706,3.0462,23.195,44.095,32.446,15.846,13.579,44.544,31.492,26.756,1
0.016,0.016,0.016,0.017,0.017,0.017,4.8945,33.967,34.74,28.555,17.056,38.611,43.162,7.9025,25.299,23.474,26.318,40.268,1
0.016,0.016,0.017,0.017,0.017,0.017,6.6444,36.776,28.204,36.605,36.496,4.9373,21.56,41.445,43.091,32.124,38.699,38.372,1
0.016,0.017,0.017,0.017,0.017,0.017,27.868,5.6368,38.973,12.632,44.472,22.474,6.4038,8.5172,14.099,20.162,26.371,40.729,1
0.017,0.017,0.017,0.017,0.017,0.02,12.974,42.923,44.505,42.15,9.5118,16.543,5.2198,16.815,13.354,4.2676,40.855,42.426,1
0.017,0.017,0.017,0.017,0.02,0.02,38.306,23.798,42.024,35.01,12.796,29.395,29.363,40.674,41.948,15.157,20.504,37.211,1
0.017,0.017,0.017,0.02,0.02,0.02,38.974,34.667,20.082,37.676,32.434,12.519,36.399,23.885,5.6942,36.621,17.913,2.8573,1
0.017,0.017,0.02,0.02,0.02,0.02,43.464,34.129,2.8144,27,18.645,27.271,31.968,28.765,15.435,17.422,23.435,2.9304,1
0.017,0.02,0.02,0.02,0.02,0.02,23.432,37.874,25.625,36.247,43.89,28.253,17.372,27.408,27.765,6.3159,13.602,6.4912,1
0.02,0.02,0.02,0.02,0.02,0.019,12.097,9.4044,11.566,16.686,43.831,28.115,42.756,32.266,11.379,24.369,42.011,13.803,1
0.02,0.02,0.02,0.02,0.019,0.019,12.346,22.098,12.054,12.23,29.964,21.724,24.752,4.0378,29.634,18.28,22.497,3.7621,1
0.02,0.02,0.02,0.019,0.019,0.019,25.452,28.884,16.549,15.983,39.096,4.2949,43.051,25.077,36.491,34.006,13.519,20.696,1
0.02,0.02,0.019,0.019,0.019,0.019,34.961,42.138,6.8491,27.467,19.759,24.483,5.9057,4.1535,23.972,24.944,20.997,17.193,1
0.02,0.019,0.019,0.019,0.019,0.019,17.467,38.041,34.346,37.822,29.467,20.006,11.537,37.705,30.264,36.751,32.447,25.645,1
41.884,37.19,27.379,22.7,37.746,19.241,0.015,0.015,0.015,0.015,0.015,0.014,42.98,28.135,18.819,27.995,33.565,3.0537,1
15.397,8.7291,20.566,25.714,24.214,35.518,0.015,0.015,0.015,0.015,0.014,0.014,43.981,6.3869,16.265,20.971,11.35,36.641,1
17.067,39.93,6.6853,5.319,18.252,10.369,0.015,0.015,0.015,0.014,0.014,0.014,4.1046,41.724,44.411,33.636,11.927,23.791,1
39.07,6.8249,3.814,30.569,12.364,7.415,0.015,0.015,0.014,0.014,0.014,0.014,23.642,5.0618,33.107,13.822,44.001,25.497,1
17.168,17.678,23.526,40.343,25.37,40.998,0.015,0.014,0.014,0.014,0.014,0.014,39.207,25.04,20.236,6.8009,27.835,39.553,1
8.6287,27.842,14.543,7.4265,15.016,39.782,0.014,0.014,0.014,0.014,0.014,0.016,13.049,7.8156,6.9622,21.831,15.646,33.304,1
24.229,27.495,17.138,21.274,5.6853,44.991,0.014,0.014,0.014,0.014,0.016,0.016,38.006,18.842,33.798,29.811,43.637,30.993,1
38.951,30.976,14.926,14.626,6.3858,39.272,0.014,0.014,0.014,0.016,0.016,0.016,37.134,37.102,29.694,8.372,40.61,10.347,1
19.018,30.147,10.012,44.377,5.6839,4.3562,0.014,0.014,0.016,0.016,0.016,0.016,29.343,13.101,5.9161,21.909,10.819,26.031,1
32.158,21.088,19.649,28.49,20.094,25.786,0.014,0.016,0.016,0.016,0.016,0.016,2.8945,40.123,7.8854,30.323,2.8759,43.307,1
29.298,8.6978,32.241,13.508,8.0067,44.899,0.016,0.016,0.016,0.016,0.016,0.02,18.824,32.874,44.223,37.699,32.836,27.952,1
21.806,34.531,11.395,8.3963,21.495,24.365,0.016,0.016,0.016,0.016,0.02,0.02,40.966,18.758,23.765,15.801,39.418,36.922,1
22.787,13.003,30.919,25.799,40.735,39.662,0.016,0.016,0.016,0.02,0.02,0.02,31.511,13.304,3.7459,19.78,7.7926,44.347,1
42.878,30.249,21.497,37.733,17.724,5.7633,0.016,0.016,0.02,0.02,0.02,0.02,18.786,13.47,5.0717,40.115,4.4468,40.186,1
6.3236,38.981,21.085,38.122,7.8715,44.474,0.016,0.02,0.02,0.02,0.02,0.02,29.468,35.178,8.7449,32.364,28.044,11.824,1
14.609,6.3604,10.195,37.967,26.816,41.739,0.02,0.02,0.02,0.02,0.02,0.017,13.066,4.9042,40.505,13.007,28.302,4.2614,1
21.664,43.822,10.953,11.397,39.726,26.612,0.02,0.02,0.02,0.02,0.017,0.017,26.914,31.719,22.458,34.865,24.593,21.837,1
27.596,4.1276,28.813,25.774,17.51,21.008,0.02,0.02,0.02,0.017,0.017,0.017,44.229,28.976,26.468,15.077,3.1168,3.3821,1
39.836,38.054,14.152,39.723,4.5691,17.057,0.02,0.02,0.017,0.017,0.017,0.017,38.657,34.31,23.666,14.508,31.873,22.791,1
22.596,38.067,26.418,7.9062,8.8067,33.215,0.02,0.017,0.017,0.017,0.017,0.017,14.761,44.04,5.6605,3.0577,42.722,42.941,1
21.259,4.904,42.67,38.938,6.0322,3.3763,0.017,0.017,0.017,0.017,0.017,0.018,31.6,19.001,40.681,18.613,39.663,13.306,1
34.289,25.836,32.951,40.771,34.05,18.585,0.017,0.017,0.017,0.017,0.018,0.018,17.913,13.781,14.977,21.239,7.5803,19.107,1
22.546,42.602,31.463,11.994,22.065,41.737,0.017,0.017,0.017,0.018,0.018,0.018,44.448,39.829,14.154,15.641,17.763,21.006,1
39.127,16.366,43.286,6.0485,31,25.861,0.017,0.017,0.018,0.018,0.018,0.018,6.3442,36.817,27.875,15.074,13.01,37.863,1
22.487,36.833,35.519,22.812,32.308,22.798,0.017,0.018,0.018,0.018,0.018,0.018,13.363,22.259,22.882,13.034,26.446,37.6,1
23.82,28.179,28.446,38.038,26.911,23.754,0.018,0.018,0.018,0.018,0.018,0.018,37.039,6.6386,18.343,42.328,28.657,21.917,1
23.37,36.122,42.806,22.608,29.331,15.839,0.018,0.018,0.018,0.018,0.018,0.018,6.3627,26.612,30.467,39.1,15.494,18.86,1
12.484,36.526,5.3169,20.261,39.842,42.925,0.018,0.018,0.018,0.018,0.018,0.018,25.219,10.708,42.392,19.563,36.482,41.872,1
6.4103,4.8916,14.14,24.016,30.751,44.24,0.018,0.018,0.018,0.018,0.018,0.018,36.586,25.237,28.982,23.031,36.376,34.064,1
5.6436,14.751,44.438,8.0936,39.742,24.472,0.018,0.018,0.018,0.018,0.018,0.018,33.978,17.782,14.736,26.643,35.762,33.928,1
40.29,30.376,35.387,8.3824,22.529,44.687,0.018,0.018,0.018,0.018,0.018,0.019,8.7782,16.084,11.459,23.462,17.616,42.76,1
12.64,23.463,22.86,39.534,8.7644,22.037,0.018,0.018,0.018,0.018,0.019,0.019,21.279,33.468,21.331,14.186,5.0913,24.326,1
39.159,43.854,31.534,28.244,5.6753,20.779,0.018,0.018,0.018,0.019,0.019,0.019,17.586,24.566,3.95,44.567,32.707,36.217,1
32.835,34.386,20.395,13.996,32.941,11.798,0.018,0.018,0.019,0.019,0.019,0.019,22.993,36.165,39.775,10.551,44.702,21.882,1
39.633,26.763,18.842,39.295,15.797,10.955,0.018,0.019,0.019,0.019,0.019,0.019,27.588,11.43,28.546,39.162,9.6565,38.636,1
42.384,15.416,11.8,5.2522,31.123,37.942,0.019,0.019,0.019,0.019,0.019,0.022,8.953,31.416,11.392,4.1771,7.5925,19.276,1
8.6949,13.608,18.96,22.117,30.332,33.464,0.019,0.019,0.019,0.019,0.022,0.022,41.005,5.0149,24.74,16.809,41.323,33.959,1
19.423,40.213,4.052,33.277,25.21,25.155,0.019,0.019,0.019,0.022,0.022,0.022,29.816,36.609,5.0714,34.397,23.126,44.006,1
44.18,21.655,22.732,17.106,32.978,37.787,0.019,0.019,0.022,0.022,0.022,0.022,9.676,31.436,39.184,29.992,38.746,24.883,1
30.01,37.235,16.868,19.731,24.103,24.401,0.019,0.022,0.022,0.022,0.022,0.022,26.681,42.722,21.492,9.9418,36.978,20.942,1
40.628,6.9498,43.981,25.039,23.394,26.093,0.022,0.022,0.022,0.022,0.022,0.016,42.114,6.6638,25.926,42.983,10.681,11.542,1
23.15,39.075,26.24,40.537,23.809,11.801,0.022,0.022,0.022,0.022,0.016,0.016,35.847,41.136,26.722,25.726,13.232,16.448,1
3.3947,3.9659,38.514,35.647,42.298,27.606,0.022,0.022,0.022,0.016,0.016,0.016,31.736,24.32,31.513,13.41,5.0868,7.4787,1
29.086,40.744,20.02,5.7273,19.228,8.8246,0.022,0.022,0.016,0.016,0.016,0.016,22.474,28.749,18.472,27.216,28.498,18.634,1
12.552,40.777,22.297,14.565,7.7435,5.0038,0.022,0.016,0.016,0.016,0.016,0.016,13.785,16.138,6.1013,41.433,35.599,16.722,1
25.058,24.917,37.67,18.809,12.946,31.636,0.016,0.016,0.016,0.016,0.016,0.018,26.823,6.07,22.058,40.594,24.367,17.237,1
33.395,7.8724,44.629,39.289,31.703,28.481,0.016,0.016,0.016,0.016,0.018,0.018,13.298,38.696,4.819,23.162,3.9711,37.282,1
28.433,10.303,24.911,20.522,38.217,12.069,0.016,0.016,0.016,0.018,0.018,0.018,16.275,8.899,33.954,21.484,44.594,25.237,1
27.629,32.598,41.853,12.923,43.74,19.945,0.016,0.016,0.018,0.018,0.018,0.018,41.236,18.435,4.4037,15.956,23.94,24.791,1
21.091,37.883,33.987,28.021,11.88,29.382,0.016,0.018,0.018,0.018,0.018,0.018,40.156,29.065,43.069,5.1342,16.81,35.476,1
13.104,4.27,26.746,23.031,34.886,26.234,0.018,0.018,0.018,0.018,0.018,0.015,36.332,44.897,34.128,34.61,10.138,7.8751,1
20.902,34.781,43.682,40.719,27.449,8.1838,0.018,0.018,0.018,0.018,0.015,0.015,41.869,24.632,42.36,8.3682,29.202,29.194,1
3.2295,43.19,37.594,42.245,19.805,9.9402,0.018,0.018,0.018,0.015,0.015,0.015,10.347,44.6,24.464,17.82,27.071,17.429,1
28.492,17.269,43.296,37.315,24.324,2.8422,0.018,0.018,0.015,0.015,0.015,0.015,24.64,12.36,12.966,19.506,34.492,16.921,1
43.227,29.734,30.076,32.716,23.716,20.446,0.018,0.015,0.015,0.015,0.015,0.015,29.26,19.596,13.771,40.169,9.2785,27.049,1
6.8278,17.275,18.818,34.164,30.288,23.414,0.015,0.015,0.015,0.015,0.015,0.019,41.336,32.195,34.829,3.6963,17.856,39.258,1
4.3019,11.935,22.911,40.768,34.184,9.5465,0.015,0.015,0.015,0.015,0.019,0.019,30.819,5.5278,44.719,38.42,8.8747,11.179,1
40.199,35.978,41.282,5.5531,15.542,30.941,0.015,0.015,0.015,0.019,0.019,0.019,19.224,34.351,17.853,14.957,38.696,31.177,1
13.221,33.314,3.4268,16.975,6.5816,3.5562,0.015,0.015,0.019,0.019,0.019,0.019,34.028,20.541,34.571,13.364,17.058,40.857,1
3.1762,14.567,9.4125,2.9829,37.656,7.8503,0.015,0.019,0.019,0.019,0.019,0.019,37.304,37.038,7.444,23.41,14.413,11.204,1
15.388,25.882,35.212,7.1216,11.821,28.396,41.579,12.339,44.28,7.8208,3.7254,39.191,24.842,7.1995,16.78,27.096,8.0887,24.349,1
23.753,19.805,12.636,43.275,30.047,32.958,28.227,18.034,32.747,41.9,36.909,40.628,19.568,22.624,21.927,38.347,18.181,19.056,1
40.354,7.3171,27.587,9.2525,18.863,19.745,32.43,16.497,10.203,27.848,10.363,10.776,23.018,12.044,33.918,23.888,31.337,15.907,1
23.96,33.36,22.169,9.2371,7.1767,39.037,34.183,6.3272,39.02,40.089,9.7796,30.682,44.743,41.738,24.317,21.327,18.657,2.95,1
14.489,28.697,39.133,9.3643,18.731,41.644,19.051,24.434,41.177,20.713,10.464,42.52,28.309,16.318,18.942,9.0902,39.238,37.203,1
