X1,X2,X3,X4,X5,X6,Y1,Y2,Y3,Y4,Y5,Y6,Z1,Z2,Z3,Z4,Z5,Z6,Label
25.333,35.841,30.687,6.5798,13.893,34.485,13.413,37.947,43.382,28.426,31.979,43.975,42.675,38.988,41.011,3.9934,15.121,29.741,1
27.033,26.711,17.734,21.977,12.982,14.852,4.3513,40.975,26.879,5.7862,11.821,7.3549,23.497,13.766,43.534,34.731,8.4326,21.72,1
20.22,37.038,17.451,31.027,29.087,36.426,22.724,33.336,26.554,41.825,15.38,10.35,21.281,39.854,29.313,36.396,31.186,13.1,1
3.423,27.14,13.507,37.881,24.868,8.8247,30.022,18.962,10.255,29.896,35.224,34.304,35.406,10.745,8.3717,15.188,11.349,36.703,1
32.457,42.638,42.997,36.148,20.239,24.092,14.573,15.376,24.477,7.2099,23.949,4.8876,34.2,34.838,28.892,7.6617,39.451,37.572,1
24.185,39.575,15.384,32.876,11.991,28.571,24.654,31.99,25.946,32.349,41.179,5.8082,21.491,4.1373,18.963,18.629,34.499,38.762,1
18.889,24.221,9.4847,22.744,39.031,32.5,13.167,39.955,9.7747,19.503,5.2414,23.441,5.0366,29.907,44.628,37.779,20.498,22.518,1
5.5401,36.088,18.047,32.702,39.135,18.977,15.355,41.816,23.642,6.383,21.231,38.666,6.5061,26.722,14.904,38.323,2.8098,43.763,1
17.932,22.762,34.097,43.23,14.782,33.55,30.25,6.2289,25.382,11.851,26.949,44.875,36.475,18.684,32.601,30.873,9.1074,38.3,1
12.685,37.775,32.589,24.144,28.77,40.243,40.417,23.169,11.19,13.299,26.646,2.9854,30.466,11.77,25.386,43.318,14.356,6.1147,1
11.388,16.409,32.378,15.673,35.694,5.1568,39.139,8.2128,29.098,12.365,37.565,25.698,4.1646,36.229,10.954,42.6,39.616,12.827,1
37.141,43.993,3.0627,36.13,43.095,8.6327,11.658,13.473,3.9105,32.467,8.1214,39.149,26.308,8.9377,31.894,7.5559,28.173,37.301,1
19.403,14.541,18.597,12.776,41.607,39.221,19.642,40.103,16.253,34.625,15.465,41.166,33.176,23.442,4.9292,30.158,16.354,19.926,1
5.0609,5.8735,40.843,12.688,19.039,20.598,40.269,11.083,25.293,25.895,2.8895,38.474,7.4592,3.3421,10.583,23.09,14.797,22.478,1
18.627,34.502,16.234,22.41,9.6635,20.157,13.625,7.9211,16.59,26.157,42.937,39.888,11.943,10.675,4.7268,5.6072,21.17,42.955,1
35.505,37.876,27.997,28.938,36.423,43.276,43.599,25.744,28.212,29.41,35.138,34.289,37.025,23.277,40.149,40.686,40.939,43.523,1
9.7756,41.723,15.367,28.767,7.6031,34.46,28.928,16.077,18.074,44.386,34.505,7.7581,8.6515,38.173,38.239,23.783,41.839,35.095,1
41.296,16.6,8.0756,7.9747,9.5024,44.198,9.7776,18.922,8.4937,29.567,8.6601,24.281,40.016,8.7526,7.7862,35.349,24.123,27.045,1
16.27,36.732,19.189,8.0241,17.816,12.654,37.666,36.203,41.363,28.139,17.541,9.9247,41.774,33.7,20.12,5.3473,29.284,41.452,1
16.717,25.514,37.306,14.804,38.575,6.8608,30.47,38.213,29.832,41.168,9.1866,37.873,3.3383,31.963,7.8736,13.876,33.153,23.707,1
11.419,22.351,44.206,33.848,27.393,19.029,25.86,31.506,30.6,26.889,23.762,41.962,18.716,4.2556,26.942,30.275,3.8091,9.8057,1
35.176,37.436,39.176,20.157,27.537,23.912,13.406,20.394,31.299,16.955,36.925,9.9522,9.8817,23.43,42.864,8.4381,27.062,16.557,1
5.7529,42.97,6.3372,37.783,41.87,26.865,4.4946,29.93,34.22,43.191,29.507,40.094,25.597,43.793,13.619,29.747,4.7638,15.31,1
42.891,6.0187,17.051,42.262,27.068,44.014,12.648,11.834,38.34,21.365,31.851,19.168,7.0902,7.5454,44.572,19.045,20.631,26.36,1
9.4765,32.706,12.765,19.641,3.221,23.598,18.039,28.849,24.603,28.185,29.79,18.944,4.4571,34.164,17.562,35.112,22.538,5.6475,1
14.888,12.714,16.211,5.0033,36.956,19.717,29.532,31.293,9.2089,33.195,33.577,14.255,42.182,29.746,11.6,30.353,3.7549,5.7109,1
31.797,19.633,44.344,26.904,28.492,44.789,44.413,28.163,18.864,31.444,39.085,39.425,43.801,27.875,30.898,18.899,5.5461,9.8383,1
8.7565,14.115,25.936,34.352,23.052,13.814,11.542,17.414,37.447,11.778,29.258,34.091,18.031,23.842,43.875,15.461,41.791,42.782,1
24.41,37.932,34.418,16.314,14.128,30.877,34.749,18.178,10.032,6.2445,10.421,21.7,29.985,26.763,29.078,17.154,25.341,37.028,1
33.24,44.805,38.326,23.602,13.692,43.492,40.203,10.037,16.725,14.383,26.994,32.747,5.6674,20.798,5.4813,41.579,18.279,32.781,1
41.997,30.219,9.8427,12.154,23.099,31.123,22.728,36.364,43.585,39.409,9.7025,42.651,11.574,6.0173,18.562,22.054,18.159,43.744,1
33.695,32.507,40.911,42.437,12.394,15.425,9.5062,23.591,36.826,26.405,41.035,10.148,4.4713,15.063,9.8158,21.473,9.188,44.934,1
34.444,42.143,7.2362,23.153,4.851,25.214,37.021,17.765,12.176,22.407,6.0639,13.122,22.607,26.488,12.56,21.967,9.1135,44.471,1
19.989,31.819,34.243,25.588,9.942,2.8617,22.909,35.508,44.99,20.959,17.086,29.847,9.1341,29.527,5.0032,42.691,17.604,9.1337,1
12.907,26.785,33.579,12.129,13.706,40.096,7.7073,12.793,5.4898,35.462,27.302,36.923,44.633,42.079,40.854,12.047,16.978,43.248,1
0.019,0.019,0.019,0.019,0.019,0.017,0.019,0.019,0.019,0.019,0.019,0.018,0.032,0.032,0.032,0.032,0.032,0.029,0
0.019,0.019,0.019,0.019,0.017,0.017,0.019,0.019,0.019,0.019,0.018,0.018,0.032,0.032,0.032,0.032,0.029,0.029,0
0.019,0.019,0.019,0.017,0.017,0.017,0.019,0.019,0.019,0.018,0.018,0.018,0.032,0.032,0.032,0.029,0.029,0.029,0
0.019,0.019,0.017,0.017,0.017,0.017,0.019,0.019,0.018,0.018,0.018,0.018,0.032,0.032,0.029,0.029,0.029,0.029,0
0.019,0.017,0.017,0.017,0.017,0.017,0.019,0.018,0.018,0.018,0.018,0.018,0.032,0.029,0.029,0.029,0.029,0.029,0
0.017,0.017,0.017,0.017,0.017,0.022,0.018,0.018,0.018,0.018,0.018,0.018,0.029,0.029,0.029,0.029,0.029,0.022,0
0.017,0.017,0.017,0.017,0.022,0.022,0.018,0.018,0.018,0.018,0.018,0.018,0.029,0.029,0.029,0.029,0.022,0.022,0
0.017,0.017,0.017,0.022,0.022,0.022,0.018,0.018,0.018,0.018,0.018,0.018,0.029,0.029,0.029,0.022,0.022,0.022,0
0.017,0.017,0.022,0.022,0.022,0.022,0.018,0.018,0.018,0.018,0.018,0.018,0.029,0.029,0.022,0.022,0.022,0.022,0
0.017,0.022,0.022,0.022,0.022,0.022,0.018,0.018,0.018,0.018,0.018,0.018,0.029,0.022,0.022,0.022,0.022,0.022,0
0.022,0.022,0.022,0.022,0.022,0.03,0.018,0.018,0.018,0.018,0.018,0.018,0.022,0.022,0.022,0.022,0.022,0.024,0
0.022,0.022,0.022,0.022,0.03,0.03,0.018,0.018,0.018,0.018,0.018,0.018,0.022,0.022,0.022,0.022,0.024,0.024,0
0.022,0.022,0.022,0.03,0.03,0.03,0.018,0.018,0.018,0.018,0.018,0.018,0.022,0.022,0.022,0.024,0.024,0.024,0
0.022,0.022,0.03,0.03,0.03,0.03,0.018,0.018,0.018,0.018,0.018,0.018,0.022,0.022,0.024,0.024,0.024,0.024,0
0.022,0.03,0.03,0.03,0.03,0.03,0.018,0.018,0.018,0.018,0.018,0.018,0.022,0.024,0.024,0.024,0.024,0.024,0
0.03,0.03,0.03,0.03,0.03,0.027,0.018,0.018,0.018,0.018,0.018,0.018,0.024,0.024,0.024,0.024,0.024,0.022,0
0.03,0.03,0.03,0.03,0.027,0.027,0.018,0.018,0.018,0.018,0.018,0.018,0.024,0.024,0.024,0.024,0.022,0.022,0
0.03,0.03,0.03,0.027,0.027,0.027,0.018,0.018,0.018,0.018,0.018,0.018,0.024,0.024,0.024,0.022,0.022,0.022,0
0.03,0.03,0.027,0.027,0.027,0.027,0.018,0.018,0.018,0.018,0.018,0.018,0.024,0.024,0.022,0.022,0.022,0.022,0
0.03,0.027,0.027,0.027,0.027,0.027,0.018,0.018,0.018,0.018,0.018,0.018,0.024,0.022,0.022,0.022,0.022,0.022,0
0.027,0.027,0.027,0.027,0.027,0.025,0.018,0.018,0.018,0.018,0.018,0.015,0.022,0.022,0.022,0.022,0.022,0.029,0
0.027,0.027,0.027,0.027,0.025,0.025,0.018,0.018,0.018,0.018,0.015,0.015,0.022,0.022,0.022,0.022,0.029,0.029,0
0.027,0.027,0.027,0.025,0.025,0.025,0.018,0.018,0.018,0.015,0.015,0.015,0.022,0.022,0.022,0.029,0.029,0.029,0
0.027,0.027,0.025,0.025,0.025,0.025,0.018,0.018,0.015,0.015,0.015,0.015,0.022,0.022,0.029,0.029,0.029,0.029,0
0.027,0.025,0.025,0.025,0.025,0.025,0.018,0.015,0.015,0.015,0.015,0.015,0.022,0.029,0.029,0.029,0.029,0.029,0
0.025,0.025,0.025,0.025,0.025,0.02,0.015,0.015,0.015,0.015,0.015,0.018,0.029,0.029,0.029,0.029,0.029,0.032,0
0.025,0.025,0.025,0.025,0.02,0.02,0.015,0.015,0.015,0.015,0.018,0.018,0.029,0.029,0.029,0.029,0.032,0.032,0
0.025,0.025,0.025,0.02,0.02,0.02,0.015,0.015,0.015,0.018,0.018,0.018,0.029,0.029,0.029,0.032,0.032,0.032,0
0.025,0.025,0.02,0.02,0.02,0.02,0.015,0.015,0.018,0.018,0.018,0.018,0.029,0.029,0.032,0.032,0.032,0.032,0
0.025,0.02,0.02,0.02,0.02,0.02,0.015,0.018,0.018,0.018,0.018,0.018,0.029,0.032,0.032,0.032,0.032,0.032,0
0.02,0.02,0.02,0.02,0.02,0.021,0.018,0.018,0.018,0.018,0.018,0.017,0.032,0.032,0.032,0.032,0.032,0.021,0
0.02,0.02,0.02,0.02,0.021,0.021,0.018,0.018,0.018,0.018,0.017,0.017,0.032,0.032,0.032,0.032,0.021,0.021,0
0.02,0.02,0.02,0.021,0.021,0.021,0.018,0.018,0.018,0.017,0.017,0.017,0.032,0.032,0.032,0.021,0.021,0.021,0
0.02,0.02,0.021,0.021,0.021,0.021,0.018,0.018,0.017,0.017,0.017,0.017,0.032,0.032,0.021,0.021,0.021,0.021,0
0.02,0.021,0.021,0.021,0.021,0.021,0.018,0.017,0.017,0.017,0.017,0.017,0.032,0.021,0.021,0.021,0.021,0.021,0
0.021,0.021,0.021,0.021,0.021,0.017,0.017,0.017,0.017,0.017,0.017,0.021,0.021,0.021,0.021,0.021,0.021,0.025,0
0.021,0.021,0.021,0.021,0.017,0.017,0.017,0.017,0.017,0.017,0.021,0.021,0.021,0.021,0.021,0.021,0.025,0.025,0
0.021,0.021,0.021,0.017,0.017,0.017,0.017,0.017,0.017,0.021,0.021,0.021,0.021,0.021,0.021,0.025,0.025,0.025,0
0.021,0.021,0.017,0.017,0.017,0.017,0.017,0.017,0.021,0.021,0.021,0.021,0.021,0.021,0.025,0.025,0.025,0.025,0
0.021,0.017,0.017,0.017,0.017,0.017,0.017,0.021,0.021,0.021,0.021,0.021,0.021,0.025,0.025,0.025,0.025,0.025,0
0.017,0.017,0.017,0.017,0.017,0.019,0.021,0.021,0.021,0.021,0.021,0.045,0.025,0.025,0.025,0.025,0.025,0.028,0
0.017,0.017,0.017,0.017,0.019,0.019,0.021,0.021,0.021,0.021,0.045,0.045,0.025,0.025,0.025,0.025,0.028,0.028,0
0.017,0.017,0.017,0.019,0.019,0.019,0.021,0.021,0.021,0.045,0.045,0.045,0.025,0.025,0.025,0.028,0.028,0.028,0
0.017,0.017,0.019,0.019,0.019,0.019,0.021,0.021,0.045,0.045,0.045,0.045,0.025,0.025,0.028,0.028,0.028,0.028,0
0.017,0.019,0.019,0.019,0.019,0.019,0.021,0.045,0.045,0.045,0.045,0.045,0.025,0.028,0.028,0.028,0.028,0.028,0
0.019,0.019,0.019,0.019,0.019,0.018,0.045,0.045,0.045,0.045,0.045,0.051,0.028,0.028,0.028,0.028,0.028,0.029,0
0.019,0.019,0.019,0.019,0.018,0.018,0.045,0.045,0.045,0.045,0.051,0.051,0.028,0.028,0.028,0.028,0.029,0.029,0
0.019,0.019,0.019,0.018,0.018,0.018,0.045,0.045,0.045,0.051,0.051,0.051,0.028,0.028,0.028,0.029,0.029,0.029,0
0.019,0.019,0.018,0.018,0.018,0.018,0.045,0.045,0.051,0.051,0.051,0.051,0.028,0.028,0.029,0.029,0.029,0.029,0
0.019,0.018,0.018,0.018,0.018,0.018,0.045,0.051,0.051,0.051,0.051,0.051,0.028,0.029,0.029,0.029,0.029,0.029,0
0.018,0.018,0.018,0.018,0.018,0.019,0.051,0.051,0.051,0.051,0.051,0.057,0.029,0.029,0.029,0.029,0.029,0.027,0
0.018,0.018,0.018,0.018,0.019,0.019,0.051,0.051,0.051,0.051,0.057,0.057,0.029,0.029,0.029,0.029,0.027,0.027,0
0.018,0.018,0.018,0.019,0.019,0.019,0.051,0.051,0.051,0.057,0.057,0.057,0.029,0.029,0.029,0.027,0.027,0.027,0
0.018,0.018,0.019,0.019,0.019,0.019,0.051,0.051,0.057,0.057,0.057,0.057,0.029,0.029,0.027,0.027,0.027,0.027,0
0.018,0.019,0.019,0.019,0.019,0.019,0.051,0.057,0.057,0.057,0.057,0.057,0.029,0.027,0.027,0.027,0.027,0.027,0
0.019,0.019,0.019,0.019,0.019,0.021,0.057,0.057,0.057,0.057,0.057,0.06,0.027,0.027,0.027,0.027,0.027,0.023,0
0.019,0.019,0.019,0.019,0.021,0.021,0.057,0.057,0.057,0.057,0.06,0.06,0.027,0.027,0.027,0.027,0.023,0.023,0
0.019,0.019,0.019,0.021,0.021,0.021,0.057,0.057,0.057,0.06,0.06,0.06,0.027,0.027,0.027,0.023,0.023,0.023,0
0.019,0.019,0.021,0.021,0.021,0.021,0.057,0.057,0.06,0.06,0.06,0.06,0.027,0.027,0.023,0.023,0.023,0.023,0
0.019,0.021,0.021,0.021,0.021,0.021,0.057,0.06,0.06,0.06,0.06,0.06,0.027,0.023,0.023,0.023,0.023,0.023,0
0.021,0.021,0.021,0.021,0.021,0.027,0.06,0.06,0.06,0.06,0.06,0.054,0.023,0.023,0.023,0.023,0.023,0.024,0
0.021,0.021,0.021,0.021,0.027,0.027,0.06,0.06,0.06,0.06,0.054,0.054,0.023,0.023,0.023,0.023,0.024,0.024,0
0.021,0.021,0.021,0.027,0.027,0.027,0.06,0.06,0.06,0.054,0.054,0.054,0.023,0.023,0.023,0.024,0.024,0.024,0
0.021,0.021,0.027,0.027,0.027,0.027,0.06,0.06,0.054,0.054,0.054,0.054,0.023,0.023,0.024,0.024,0.024,0.024,0
0.021,0.027,0.027,0.027,0.027,0.027,0.06,0.054,0.054,0.054,0.054,0.054,0.023,0.024,0.024,0.024,0.024,0.024,0
0.027,0.027,0.027,0.027,0.027,0.022,0.054,0.054,0.054,0.054,0.054,0.031,0.024,0.024,0.024,0.024,0.024,0.021,0
0.027,0.027,0.027,0.027,0.022,0.022,0.054,0.054,0.054,0.054,0.031,0.031,0.024,0.024,0.024,0.024,0.021,0.021,0
0.027,0.027,0.027,0.022,0.022,0.022,0.054,0.054,0.054,0.031,0.031,0.031,0.024,0.024,0.024,0.021,0.021,0.021,0
0.027,0.027,0.022,0.022,0.022,0.022,0.054,0.054,0.031,0.031,0.031,0.031,0.024,0.024,0.021,0.021,0.021,0.021,0
0.027,0.022,0.022,0.022,0.022,0.022,0.054,0.031,0.031,0.031,0.031,0.031,0.024,0.021,0.021,0.021,0.021,0.021,0
0.022,0.022,0.022,0.022,0.022,0.024,0.031,0.031,0.031,0.031,0.031,0.048,0.021,0.021,0.021,0.021,0.021,0.024,0
0.022,0.022,0.022,0.022,0.024,0.024,0.031,0.031,0.031,0.031,0.048,0.048,0.021,0.021,0.021,0.021,0.024,0.024,0
0.022,0.022,0.022,0.024,0.024,0.024,0.031,0.031,0.031,0.048,0.048,0.048,0.021,0.021,0.021,0.024,0.024,0.024,0
0.022,0.022,0.024,0.024,0.024,0.024,0.031,0.031,0.048,0.048,0.048,0.048,0.021,0.021,0.024,0.024,0.024,0.024,0
0.022,0.024,0.024,0.024,0.024,0.024,0.031,0.048,0.048,0.048,0.048,0.048,0.021,0.024,0.024,0.024,0.024,0.024,0
0.024,0.024,0.024,0.024,0.024,0.024,0.048,0.048,0.048,0.048,0.048,0.045,0.024,0.024,0.024,0.024,0.024,0.024,0
0.024,0.024,0.024,0.024,0.024,0.024,0.048,0.048,0.048,0.048,0.045,0.045,0.024,0.024,0.024,0.024,0.024,0.024,0
0.024,0.024,0.024,0.024,0.024,0.024,0.048,0.048,0.048,0.045,0.045,0.045,0.024,0.024,0.024,0.024,0.024,0.024,0
0.024,0.024,0.024,0.024,0.024,0.024,0.048,0.048,0.045,0.045,0.045,0.045,0.024,0.024,0.024,0.024,0.024,0.024,0
0.024,0.024,0.024,0.024,0.024,0.024,0.048,0.045,0.045,0.045,0.045,0.045,0.024,0.024,0.024,0.024,0.024,0.024,0
0.024,0.024,0.024,0.024,0.024,0.018,0.045,0.045,0.045,0.045,0.045,0.029,0.024,0.024,0.024,0.024,0.024,0.029,0
0.024,0.024,0.024,0.024,0.018,0.018,0.045,0.045,0.045,0.045,0.029,0.029,0.024,0.024,0.024,0.024,0.029,0.029,0
0.024,0.024,0.024,0.018,0.018,0.018,0.045,0.045,0.045,0.029,0.029,0.029,0.024,0.024,0.024,0.029,0.029,0.029,0
0.024,0.024,0.018,0.018,0.018,0.018,0.045,0.045,0.029,0.029,0.029,0.029,0.024,0.024,0.029,0.029,0.029,0.029,0
0.024,0.018,0.018,0.018,0.018,0.018,0.045,0.029,0.029,0.029,0.029,0.029,0.024,0.029,0.029,0.029,0.029,0.029,0
0.018,0.018,0.018,0.018,0.018,0.016,0.029,0.029,0.029,0.029,0.029,0.023,0.029,0.029,0.029,0.029,0.029,0.025,0
0.018,0.018,0.018,0.018,0.016,0.016,0.029,0.029,0.029,0.029,0.023,0.023,0.029,0.029,0.029,0.029,0.025,0.025,0
0.018,0.018,0.018,0.016,0.016,0.016,0.029,0.029,0.029,0.023,0.023,0.023,0.029,0.029,0.029,0.025,0.025,0.025,0
0.018,0.018,0.016,0.016,0.016,0.016,0.029,0.029,0.023,0.023,0.023,0.023,0.029,0.029,0.025,0.025,0.025,0.025,0
0.018,0.016,0.016,0.016,0.016,0.016,0.029,0.023,0.023,0.023,0.023,0.023,0.029,0.025,0.025,0.025,0.025,0.025,0
0.016,0.016,0.016,0.016,0.016,0.017,0.023,0.023,0.023,0.023,0.023,0.022,0.025,0.025,0.025,0.025,0.025,0.026,0
0.016,0.016,0.016,0.016,0.017,0.017,0.023,0.023,0.023,0.023,0.022,0.022,0.025,0.025,0.025,0.025,0.026,0.026,0
0.016,0.016,0.016,0.017,0.017,0.017,0.023,0.023,0.023,0.022,0.022,0.022,0.025,0.025,0.025,0.026,0.026,0.026,0
0.016,0.016,0.017,0.017,0.017,0.017,0.023,0.023,0.022,0.022,0.022,0.022,0.025,0.025,0.026,0.026,0.026,0.026,0
0.016,0.017,0.017,0.017,0.017,0.017,0.023,0.022,0.022,0.022,0.022,0.022,0.025,0.026,0.026,0.026,0.026,0.026,0
0.017,0.017,0.017,0.017,0.017,0.017,0.022,0.022,0.022,0.022,0.022,0.02,0.026,0.026,0.026,0.026,0.026,0.03,0
0.017,0.017,0.017,0.017,0.017,0.017,0.022,0.022,0.022,0.022,0.02,0.02,0.026,0.026,0.026,0.026,0.03,0.03,0
0.017,0.017,0.017,0.017,0.017,0.017,0.022,0.022,0.022,0.02,0.02,0.02,0.026,0.026,0.026,0.03,0.03,0.03,0
0.017,0.017,0.017,0.017,0.017,0.017,0.022,0.022,0.02,0.02,0.02,0.02,0.026,0.026,0.03,0.03,0.03,0.03,0
0.017,0.017,0.017,0.017,0.017,0.017,0.022,0.02,0.02,0.02,0.02,0.02,0.026,0.03,0.03,0.03,0.03,0.03,0
0.017,0.017,0.017,0.017,0.017,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.026,0
0.017,0.017,0.017,0.017,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.026,0.026,0
0.017,0.017,0.017,0.021,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.026,0.026,0.026,0
0.017,0.017,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.026,0.026,0.026,0.026,0
0.017,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.026,0.026,0.026,0.026,0.026,0
0.021,0.021,0.021,0.021,0.021,0.023,0.02,0.02,0.02,0.02,0.02,0.02,0.026,0.026,0.026,0.026,0.026,0.023,0
0.021,0.021,0.021,0.021,0.023,0.023,0.02,0.02,0.02,0.02,0.02,0.02,0.026,0.026,0.026,0.026,0.023,0.023,0
0.021,0.021,0.021,0.023,0.023,0.023,0.02,0.02,0.02,0.02,0.02,0.02,0.026,0.026,0.026,0.023,0.023,0.023,0
0.021,0.021,0.023,0.023,0.023,0.023,0.02,0.02,0.02,0.02,0.02,0.02,0.026,0.026,0.023,0.023,0.023,0.023,0
0.021,0.023,0.023,0.023,0.023,0.023,0.02,0.02,0.02,0.02,0.02,0.02,0.026,0.023,0.023,0.023,0.023,0.023,0
0.023,0.023,0.023,0.023,0.023,0.022,0.02,0.02,0.02,0.02,0.02,0.019,0.023,0.023,0.023,0.023,0.023,0.031,0
0.023,0.023,0.023,0.023,0.022,0.022,0.02,0.02,0.02,0.02,0.019,0.019,0.023,0.023,0.023,0.023,0.031,0.031,0
0.023,0.023,0.023,0.022,0.022,0.022,0.02,0.02,0.02,0.019,0.019,0.019,0.023,0.023,0.023,0.031,0.031,0.031,0
0.023,0.023,0.022,0.022,0.022,0.022,0.02,0.02,0.019,0.019,0.019,0.019,0.023,0.023,0.031,0.031,0.031,0.031,0
0.023,0.022,0.022,0.022,0.022,0.022,0.02,0.019,0.019,0.019,0.019,0.019,0.023,0.031,0.031,0.031,0.031,0.031,0
0.022,0.022,0.022,0.022,0.022,0.024,0.019,0.019,0.019,0.019,0.019,0.018,0.031,0.031,0.031,0.031,0.031,0.026,0
0.022,0.022,0.022,0.022,0.024,0.024,0.019,0.019,0.019,0.019,0.018,0.018,0.031,0.031,0.031,0.031,0.026,0.026,0
0.022,0.022,0.022,0.024,0.024,0.024,0.019,0.019,0.019,0.018,0.018,0.018,0.031,0.031,0.031,0.026,0.026,0.026,0
0.022,0.022,0.024,0.024,0.024,0.024,0.019,0.019,0.018,0.018,0.018,0.018,0.031,0.031,0.026,0.026,0.026,0.026,0
0.022,0.024,0.024,0.024,0.024,0.024,0.019,0.018,0.018,0.018,0.018,0.018,0.031,0.026,0.026,0.026,0.026,0.026,0
0.024,0.024,0.024,0.024,0.024,0.022,0.018,0.018,0.018,0.018,0.018,0.015,0.026,0.026,0.026,0.026,0.026,0.024,0
0.024,0.024,0.024,0.024,0.022,0.022,0.018,0.018,0.018,0.018,0.015,0.015,0.026,0.026,0.026,0.026,0.024,0.024,0
0.024,0.024,0.024,0.022,0.022,0.022,0.018,0.018,0.018,0.015,0.015,0.015,0.026,0.026,0.026,0.024,0.024,0.024,0
0.024,0.024,0.022,0.022,0.022,0.022,0.018,0.018,0.015,0.015,0.015,0.015,0.026,0.026,0.024,0.024,0.024,0.024,0
0.024,0.022,0.022,0.022,0.022,0.022,0.018,0.015,0.015,0.015,0.015,0.015,0.026,0.024,0.024,0.024,0.024,0.024,0
0.022,0.022,0.022,0.022,0.022,0.018,0.015,0.015,0.015,0.015,0.015,0.018,0.024,0.024,0.024,0.024,0.024,0.025,0
0.022,0.022,0.022,0.022,0.018,0.018,0.015,0.015,0.015,0.015,0.018,0.018,0.024,0.024,0.024,0.024,0.025,0.025,0
0.022,0.022,0.022,0.018,0.018,0.018,0.015,0.015,0.015,0.018,0.018,0.018,0.024,0.024,0.024,0.025,0.025,0.025,0
0.022,0.022,0.018,0.018,0.018,0.018,0.015,0.015,0.018,0.018,0.018,0.018,0.024,0.024,0.025,0.025,0.025,0.025,0
0.022,0.018,0.018,0.018,0.018,0.018,0.015,0.018,0.018,0.018,0.018,0.018,0.024,0.025,0.025,0.025,0.025,0.025,0
0.018,0.018,0.018,0.018,0.018,0.015,0.018,0.018,0.018,0.018,0.018,0.019,0.025,0.025,0.025,0.025,0.025,0.023,0
0.018,0.018,0.018,0.018,0.015,0.015,0.018,0.018,0.018,0.018,0.019,0.019,0.025,0.025,0.025,0.025,0.023,0.023,0
0.018,0.018,0.018,0.015,0.015,0.015,0.018,0.018,0.018,0.019,0.019,0.019,0.025,0.025,0.025,0.023,0.023,0.023,0
0.018,0.018,0.015,0.015,0.015,0.015,0.018,0.018,0.019,0.019,0.019,0.019,0.025,0.025,0.023,0.023,0.023,0.023,0
0.018,0.015,0.015,0.015,0.015,0.015,0.018,0.019,0.019,0.019,0.019,0.019,0.025,0.023,0.023,0.023,0.023,0.023,0
0.015,0.015,0.015,0.015,0.015,0.014,0.019,0.019,0.019,0.019,0.019,0.019,0.023,0.023,0.023,0.023,0.023,0.03,0
0.015,0.015,0.015,0.015,0.014,0.014,0.019,0.019,0.019,0.019,0.019,0.019,0.023,0.023,0.023,0.023,0.03,0.03,0
0.015,0.015,0.015,0.014,0.014,0.014,0.019,0.019,0.019,0.019,0.019,0.019,0.023,0.023,0.023,0.03,0.03,0.03,0
0.015,0.015,0.014,0.014,0.014,0.014,0.019,0.019,0.019,0.019,0.019,0.019,0.023,0.023,0.03,0.03,0.03,0.03,0
0.015,0.014,0.014,0.014,0.014,0.014,0.019,0.019,0.019,0.019,0.019,0.019,0.023,0.03,0.03,0.03,0.03,0.03,0
0.014,0.014,0.014,0.014,0.014,0.02,0.019,0.019,0.019,0.019,0.019,0.021,0.03,0.03,0.03,0.03,0.03,0.027,0
0.014,0.014,0.014,0.014,0.02,0.02,0.019,0.019,0.019,0.019,0.021,0.021,0.03,0.03,0.03,0.03,0.027,0.027,0
0.014,0.014,0.014,0.02,0.02,0.02,0.019,0.019,0.019,0.021,0.021,0.021,0.03,0.03,0.03,0.027,0.027,0.027,0
0.014,0.014,0.02,0.02,0.02,0.02,0.019,0.019,0.021,0.021,0.021,0.021,0.03,0.03,0.027,0.027,0.027,0.027,0
0.014,0.02,0.02,0.02,0.02,0.02,0.019,0.021,0.021,0.021,0.021,0.021,0.03,0.027,0.027,0.027,0.027,0.027,0
0.02,0.02,0.02,0.02,0.02,0.024,0.021,0.021,0.021,0.021,0.021,0.018,0.027,0.027,0.027,0.027,0.027,0.025,0
0.02,0.02,0.02,0.02,0.024,0.024,0.021,0.021,0.021,0.021,0.018,0.018,0.027,0.027,0.027,0.027,0.025,0.025,0
0.02,0.02,0.02,0.024,0.024,0.024,0.021,0.021,0.021,0.018,0.018,0.018,0.027,0.027,0.027,0.025,0.025,0.025,0
0.02,0.02,0.024,0.024,0.024,0.024,0.021,0.021,0.018,0.018,0.018,0.018,0.027,0.027,0.025,0.025,0.025,0.025,0
0.02,0.024,0.024,0.024,0.024,0.024,0.021,0.018,0.018,0.018,0.018,0.018,0.027,0.025,0.025,0.025,0.025,0.025,0
0.024,0.024,0.024,0.024,0.024,0.019,0.018,0.018,0.018,0.018,0.018,0.025,0.025,0.025,0.025,0.025,0.025,0.023,0
